OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
1252948	385777895	Clo1313_0524	578076	579290	-	404	-	hypothetical protein
1252949	385777900	Clo1313_0529	582994	583584	+	196	-	hypothetical protein
1252949	385777899	Clo1313_0528	582762	582959	+	65	-	4Fe-4S ferredoxin
1252950	385777906	Clo1313_0536	589664	590017	-	117	-	hypothetical protein
1252950	385777905	Clo1313_0535	588888	589670	-	260	-	hypothetical protein
1252950	385777904	Clo1313_0534	588541	588891	-	116	-	hypothetical protein
1252951	385777908	Clo1313_0538	590427	590726	-	99	-	hypothetical protein
1252951	385777907	Clo1313_0537	590092	590445	-	117	-	hypothetical protein
1252952	385777927	Clo1313_0557	616155	616847	-	230	-	Peptidoglycan-binding lysin domain
1252952	385777926	Clo1313_0556	615240	616109	-	289	-	ErfK/YbiS/YcfS/YnhG family protein
1252953	385777938	Clo1313_0570	627723	628109	-	128	-	4Fe-4S ferredoxin
1252953	385777937	Clo1313_0569	627440	627778	-	112	-	hydrogenase nickel incorporation protein HypA
1252953	385777936	Clo1313_0568	626771	627424	-	217	-	hydrogenase nickel incorporation protein HypB
1252953	385777935	Clo1313_0567	624537	626798	-	753	-	(NiFe) hydrogenase maturation protein HypF
1252953	385777934	Clo1313_0566	624304	624531	-	75	-	hydrogenase assembly chaperone HypC/HupF
1252953	385777933	Clo1313_0565	623268	624317	-	349	-	hydrogenase expression/formation protein HypD
1252953	385777932	Clo1313_0564	622286	623263	-	325	-	hydrogenase expression/formation protein HypE
1252954	385777940	Clo1313_0572	629401	629760	-	119	-	ech hydrogenase subunit EchD
1252954	385777939	Clo1313_0571	628329	629408	-	359	-	NADH-ubiquinone oxidoreductase chain 49kDa
1252955	385777943	Clo1313_0575	631153	633063	-	636	-	NADH-ubiquinone/plastoquinone (complex I) oxidoreductase
1252955	385777942	Clo1313_0574	630281	631156	-	291	-	respiratory-chain NADH dehydrogenase subunit 1
1252955	385777941	Clo1313_0573	629834	630271	-	145	-	NADH ubiquinone oxidoreductase 20 kDa subunit
1252956	385777945	Clo1313_0577	633757	634239	-	160	-	transcription elongation factor GreA/GreB domain-containing protein
1252956	385777944	Clo1313_0576	633445	633603	-	52	-	hypothetical protein
1252957	385777953	Clo1313_0585	642714	643166	+	150	-	hypothetical protein
1252957	385777952	Clo1313_0584	642295	642714	+	139	-	hypothetical protein
1252958	385777967	Clo1313_0599	658973	659638	+	221	-	DNA repair protein RadC
1252958	385777966	Clo1313_0598	657458	658870	+	470	-	peptidoglycan glycosyltransferase
1252958	385777965	Clo1313_0597	656197	657465	+	422	-	cell cycle protein
1252958	385777964	Clo1313_0596	655736	656185	+	149	-	FHA domain-containing protein
1252959	385777972	Clo1313_0604	675166	675723	+	185	-	hypothetical protein
1252959	385777971	Clo1313_0603	666245	675166	+	2973	-	YD repeat protein
1252960	385777974	Clo1313_0606	676219	676356	+	45	-	hypothetical protein
1252960	385777973	Clo1313_0605	675837	676226	+	129	-	hypothetical protein
1252961	385777985	Clo1313_0619	695710	696402	+	230	-	winged helix family two component transcriptional regulator
1252961	385777984	Clo1313_0618	694253	695692	+	479	-	integral membrane sensor signal transduction histidine kinase
1252961	385777983	Clo1313_0617	693470	694222	+	250	-	membrane spanning protein
1252961	385777982	Clo1313_0616	692758	693483	+	241	-	ABC transporter
1252962	385777991	Clo1313_0625	700581	702197	+	538	-	hypothetical protein
1252962	385777990	Clo1313_0624	699695	700615	+	306	-	cof family hydrolase
1252962	385777989	Clo1313_0623	699008	699679	+	223	-	HAD-superfamily hydrolase
1252963	385777996	Clo1313_0630	716463	717800	+	445	-	cellulosome anchoring protein cohesin subunit
1252963	385777995	Clo1313_0629	714344	716410	+	688	-	cellulosome anchoring protein cohesin subunit
1252964	385778007	Clo1313_0641	726741	727298	+	185	-	Fe-S type, tartrate/fumarate subfamily hydro-lyase subunit beta
1252964	385778006	Clo1313_0640	725868	726710	+	280	-	Fe-S type, tartrate/fumarate subfamily hydro-lyase subunit alpha
1252965	385778012	Clo1313_0646	732234	735140	-	968	-	glycosyl transferase family protein
1252965	385778011	Clo1313_0645	731235	732209	-	324	-	family 2 glycosyl transferase
1252966	385778016	Clo1313_0650	737863	738561	-	232	-	family 2 glycosyl transferase
1252966	385778015	Clo1313_0649	737499	737849	-	116	-	hypothetical protein
1252967	385778018	Clo1313_0652	739694	740926	+	410	-	LL-diaminopimelate aminotransferase
1252967	385778017	Clo1313_0651	738762	739604	+	280	-	diaminopimelate epimerase
1252968	385778021	Clo1313_0655	743163	743942	+	259	-	CoA-substrate-specific enzyme activase
1252968	385778020	Clo1313_0654	742116	743102	+	328	-	2-hydroxyglutaryl-CoA dehydratase subunit D
1252969	385778026	Clo1313_0660	746529	747107	+	192	-	uracil-DNA glycosylase
1252969	385778025	Clo1313_0659	745981	746550	+	189	-	phage SPO1 DNA polymerase-like protein
1252969	385778024	Clo1313_0658	745343	745975	+	210	-	radical SAM protein
1252969	385778023	Clo1313_0657	744934	745317	+	127	-	6-pyruvoyl-tetrahydropterin synthase
1252969	385778022	Clo1313_0656	744234	744902	+	222	-	exsB protein
1252970	385778030	Clo1313_0664	755385	755507	+	40	-	hypothetical protein
1252970	385778029	Clo1313_0663	754881	755360	+	159	-	hypothetical protein
1252971	385778032	Clo1313_0666	756735	757778	+	347	-	nucleotidyltransferase
1252971	385778031	Clo1313_0665	755678	756670	+	330	-	glycosidase-like protein
1252972	385778034	Clo1313_0668	759119	760132	+	337	-	hypothetical protein
1252972	385778033	Clo1313_0667	757947	759122	+	391	-	group 1 glycosyl transferase
1252973	385778038	Clo1313_0672	762808	763470	+	220	-	flavin reductase domain-containing FMN-binding protein
1252973	385778037	Clo1313_0671	762394	762783	+	129	-	hemerythrin-like metal-binding protein
1252974	385778042	Clo1313_0676	770252	773713	+	1153	-	peptidoglycan-binding domain-containing protein
1252974	385778041	Clo1313_0675	767708	770212	+	834	-	S-layer protein
1252975	385778057	Clo1313_0692	791646	792284	-	212	-	TetR family transcriptional regulator
1252975	385778056	Clo1313_0691	791059	791619	-	186	-	hypothetical protein
1252976	385778061	Clo1313_0697	797695	799881	+	728	-	peptidase M56 BlaR1
1252976	385778060	Clo1313_0696	797330	797692	+	120	-	penicillinase repressor
1252977	385778063	Clo1313_0699	802003	803901	+	632	-	ABC transporter
1252977	385778062	Clo1313_0698	800268	802013	+	581	-	ABC transporter
1252978	385778067	Clo1313_0703	807617	808363	+	248	-	cobalamin 5'-phosphate synthase
1252978	385778066	Clo1313_0702	807038	807601	+	187	-	adenosylcobinamide-phosphate guanylyltransferase
1252979	385778075	Clo1313_0711	816523	817893	+	456	-	RNA methylase
1252979	385778074	Clo1313_0710	815771	816442	+	223	-	GntR family transcriptional regulator
1252979	385778073	Clo1313_0709	813794	815722	+	642	-	aconitate hydratase
1252979	385778072	Clo1313_0708	812384	813763	+	459	-	pyruvate carboxyltransferase
1252980	385778083	Clo1313_0719	826954	827832	+	292	-	diacylglycerol kinase catalytic subunit
1252980	385778082	Clo1313_0718	825801	826922	+	373	-	glucose-1-phosphate adenylyltransferase, GlgD subunit
1252980	385778081	Clo1313_0717	824524	825804	+	426	-	glucose-1-phosphate adenylyltransferase
1252981	385778087	Clo1313_0723	832217	833632	+	471	-	hypothetical protein
1252981	385778086	Clo1313_0722	829783	832230	+	815	-	hypothetical protein
1252981	385778085	Clo1313_0721	829059	829796	+	245	-	ABC transporter
1252982	385778090	Clo1313_0726	835492	836175	-	227	-	hypothetical protein
1252982	385778089	Clo1313_0725	835101	835490	-	129	-	hypothetical protein
1252983	385778097	Clo1313_0733	844080	845531	+	483	-	cation transporter
1252983	385778096	Clo1313_0732	842636	844033	+	465	-	TrkA-N domain-containing protein
1252984	385778103	Clo1313_0739	851647	853773	+	708	-	recombinase D
1252984	385778102	Clo1313_0738	850912	851613	+	233	-	hypothetical protein
1252985	385778111	Clo1313_0747	860709	860894	+	61	-	hypothetical protein
1252985	385778110	Clo1313_0746	860150	860704	+	184	-	PRC-barrel domain-containing protein
1252986	385778126	Clo1313_0762	877637	879103	+	488	-	CRISPR-associated protein
1252986	385778125	Clo1313_0761	877414	877593	+	59	-	hypothetical protein
1252986	385778124	Clo1313_0760	875336	877414	+	692	-	hypothetical protein
1252986	385778123	Clo1313_0759	874864	875331	+	155	-	hypothetical protein
1252986	385778122	Clo1313_0758	873485	874867	+	460	-	hypothetical protein
1252986	385778121	Clo1313_0757	871884	873485	+	533	-	hypothetical protein
1252986	385778120	Clo1313_0756	871226	871891	+	221	-	hypothetical protein
1252986	385778119	Clo1313_0755	869720	871225	+	501	-	hypothetical protein
1252986	385778118	Clo1313_0754	868711	869700	+	329	-	hypothetical protein
1252986	385778117	Clo1313_0753	867735	868721	+	328	-	hypothetical protein
1252986	385778116	Clo1313_0752	867468	867719	+	83	-	hypothetical protein
1252986	385778115	Clo1313_0751	866735	867445	+	236	-	hypothetical protein
1252987	385778128	Clo1313_0765	880928	881557	+	209	-	CRISPR-associated protein Cas4
1252987	385778127	Clo1313_0764	880663	880953	+	96	-	CRISPR-associated protein Cas2
1252988	385778140	Clo1313_0781	893453	896383	+	976	-	hypothetical protein
1252988	385778139	Clo1313_0780	892636	893436	+	266	-	copper amine oxidase-like domain-containing protein
1252989	385778143	Clo1313_0784	903106	904035	+	309	-	ankyrin
1252989	385778142	Clo1313_0783	897305	903109	+	1934	-	YD repeat protein
1252990	385778146	Clo1313_0787	911048	911302	+	84	-	hypothetical protein
1252990	385778145	Clo1313_0786	905784	911081	+	1765	-	YD repeat protein
1252991	385778148	Clo1313_0789	911627	911875	+	82	-	hypothetical protein
1252991	385778147	Clo1313_0788	911381	911614	+	77	-	hypothetical protein
1252992	385778154	Clo1313_0795	918629	919414	+	261	-	ABC transporter
1252992	385778153	Clo1313_0794	917952	918614	+	220	-	polar amino acid ABC transporter inner membrane subunit
1252992	385778152	Clo1313_0793	917059	917868	+	269	-	family 3 extracellular solute-binding protein
1252993	385778161	Clo1313_0803	925670	927082	+	470	-	MATE efflux family protein
1252993	385778160	Clo1313_0802	925215	925673	+	152	-	regulatory protein MarR
1252994	385778167	Clo1313_0812	936738	937640	+	300	-	hypothetical protein
1252994	385778166	Clo1313_0811	936233	936736	+	167	-	ECF subfamily RNA polymerase sigma-24 subunit
1252995	385778175	Clo1313_0820	945854	947182	+	442	-	beta-glucosidase
1252995	385778174	Clo1313_0819	944924	945823	+	299	-	hypothetical protein
1252995	385778173	Clo1313_0818	943867	944880	+	337	-	hypothetical protein
1252996	385778177	Clo1313_0822	947470	948204	-	244	-	AzlC family protein
1252996	385778176	Clo1313_0821	947163	947465	-	100	-	branched-chain amino acid transport
1252997	385778182	Clo1313_0827	953622	954098	+	158	-	transposase IS200-family protein
1252997	385778181	Clo1313_0826	953401	953499	+	32	-	hypothetical protein
1252997	385778180	Clo1313_0825	952286	953404	+	372	-	hypothetical protein
1252998	385778184	Clo1313_0829	954978	955958	-	326	-	signal peptide peptidase SppA, 36K type
1252998	385778183	Clo1313_0828	954227	955000	-	257	-	RDD domain-containing protein
1252999	385778190	Clo1313_0835	961869	963785	+	638	-	hypothetical protein
1252999	385778189	Clo1313_0834	960614	961867	+	417	-	hypothetical protein
1252999	385778188	Clo1313_0833	959736	960596	+	286	-	ABC transporter
1252999	385778187	Clo1313_0832	957629	959734	+	701	-	hypothetical protein
1253000	385778192	Clo1313_0837	965344	966114	+	256	-	tryptophan synthase subunit alpha
1253000	385778191	Clo1313_0836	964167	965351	+	394	-	tryptophan synthase subunit beta
1253001	385778196	Clo1313_0841	968707	969405	-	232	-	winged helix family two component transcriptional regulator
1253001	385778195	Clo1313_0840	968442	968702	-	86	-	G protein-coupled receptor 119
1253001	385778194	Clo1313_0839	967232	968458	-	408	-	integral membrane sensor signal transduction histidine kinase
1253002	385778199	Clo1313_0844	971022	973133	+	703	-	spore coat protein CotH
1253002	385778198	Clo1313_0843	970297	970983	+	228	-	hypothetical protein
1253002	385778197	Clo1313_0842	969581	970267	+	228	-	VTC domain-containing protein
1253003	385778208	Clo1313_0853	988441	989985	+	514	-	phospholipase D/Transphosphatidylase
1253003	385778207	Clo1313_0852	987583	988401	+	272	-	glycosyl transferase family protein
1253004	385778210	Clo1313_0856	991038	992807	+	589	-	multi-sensor signal transduction histidine kinase
1253004	385778209	Clo1313_0855	990316	991035	+	239	-	winged helix family two component transcriptional regulator
1253005	385778213	Clo1313_0859	996254	997582	-	442	-	polynucleotide adenylyltransferase/metal dependent phosphohydrolase
1253005	385778212	Clo1313_0858	995297	996229	-	310	-	alpha/beta fold family hydrolase
1253006	385778218	Clo1313_0864	1002789	1004075	+	428	-	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
1253006	385778217	Clo1313_0863	999961	1002693	+	910	-	preprotein translocase subunit SecA
1253006	385778216	Clo1313_0862	999342	999941	+	199	-	hypothetical protein
1253007	385778226	Clo1313_0872	1012572	1013819	+	415	-	homoserine dehydrogenase
1253007	385778225	Clo1313_0871	1012118	1012561	+	147	-	amino acid-binding ACT protein
1253008	385778230	Clo1313_0876	1022301	1022759	+	152	-	hypothetical protein
1253008	385778229	Clo1313_0875	1016515	1022268	+	1917	-	YD repeat protein
1253009	385778233	Clo1313_0879	1024296	1024574	+	92	-	hypothetical protein
1253009	385778232	Clo1313_0878	1024123	1024299	+	58	-	hypothetical protein
1253009	385778231	Clo1313_0877	1023465	1024103	+	212	-	hypothetical protein
1253010	385778237	Clo1313_0883	1031806	1032150	+	114	-	histidine triad (HIT) protein
1253010	385778236	Clo1313_0882	1031542	1031733	+	63	-	hypothetical protein
1253010	385778235	Clo1313_0881	1031094	1031555	+	153	-	hypothetical protein
1253010	385778234	Clo1313_0880	1025177	1031056	+	1959	-	YD repeat protein
1253011	385778242	Clo1313_0888	1036867	1037433	+	188	-	hypothetical protein
1253011	385778241	Clo1313_0887	1036283	1036834	+	183	-	dTDP-4-dehydrorhamnose 3,5-epimerase
1253012	385778253	Clo1313_0899	1047400	1048671	+	423	-	O-antigen polymerase
1253012	385778252	Clo1313_0898	1046486	1047418	+	310	-	family 2 glycosyl transferase
1253012	385778251	Clo1313_0897	1045563	1046468	+	301	-	glycosyltransferase
1253012	385778250	Clo1313_0896	1044431	1045576	+	381	-	group 1 glycosyl transferase
1253012	385778249	Clo1313_0895	1043544	1044434	+	296	-	glycosyltransferase
1253012	385778248	Clo1313_0894	1043040	1043534	+	164	-	Glycosyltransferase 28 domain
1253012	385778247	Clo1313_0893	1042552	1043043	+	163	-	oligosaccharide biosynthesis protein Alg14-like protein
1253013	385778257	Clo1313_0903	1052483	1052887	+	134	-	single-strand binding protein
1253013	385778256	Clo1313_0902	1051965	1052444	+	159	-	VanZ family protein
1253014	385778260	Clo1313_0906	1054996	1055439	+	147	-	GatB/YqeY domain-containing protein
1253014	385778259	Clo1313_0905	1054803	1054979	+	58	-	30S ribosomal protein S21
1253015	385778266	Clo1313_0912	1062118	1063635	+	505	-	coproporphyrinogen dehydrogenase
1253015	385778265	Clo1313_0911	1061516	1062121	+	201	-	beta-lactamase-like protein
1253015	385778264	Clo1313_0910	1061053	1061502	+	149	-	D-tyrosyl-tRNA(Tyr) deacylase
1253015	385778263	Clo1313_0909	1058762	1060936	+	724	-	(p)ppGpp synthetase I SpoT/RelA
1253015	385778262	Clo1313_0908	1058156	1058671	+	171	-	adenine phosphoribosyltransferase
1253015	385778261	Clo1313_0907	1055605	1058088	+	827	-	single-stranded-DNA-specific exonuclease RecJ
1253016	385778271	Clo1313_0917	1068372	1068578	+	68	-	hypothetical protein
1253016	385778270	Clo1313_0916	1067416	1068285	+	289	-	Type II secretion system F domain
1253016	385778269	Clo1313_0915	1066598	1067404	+	268	-	Type II secretion system F domain
1253016	385778268	Clo1313_0914	1065334	1066572	+	412	-	type II secretion system protein E
1253016	385778267	Clo1313_0913	1064207	1065334	+	375	-	hypothetical protein
1253017	385778277	Clo1313_0923	1075103	1076890	+	595	-	aspartyl-tRNA synthetase
1253017	385778276	Clo1313_0922	1073799	1075052	+	417	-	histidyl-tRNA synthetase
1253018	385778284	Clo1313_0930	1086864	1088006	+	380	-	oxygen-independent coproporphyrinogen III oxidase
1253018	385778283	Clo1313_0929	1084988	1086799	+	603	-	GTP-binding protein LepA
1253019	385778296	Clo1313_0942	1097558	1097794	+	78	-	DNA-directed RNA polymerase subunit omega
1253019	385778295	Clo1313_0941	1096887	1097498	+	203	-	guanylate kinase
1253019	385778294	Clo1313_0940	1096593	1096874	+	93	-	hypothetical protein
1253019	385778293	Clo1313_0939	1095690	1096574	+	294	-	YicC-like domain-containing protein
1253019	385778292	Clo1313_0938	1095417	1095620	+	67	-	hypothetical protein
1253019	385778291	Clo1313_0937	1094968	1095339	+	123	-	response regulator receiver protein
1253019	385778290	Clo1313_0936	1094228	1094971	+	247	-	hypothetical protein
1253019	385778289	Clo1313_0935	1093305	1094246	+	313	-	50S ribosomal protein L11 methyltransferase
1253019	385778288	Clo1313_0934	1092127	1093287	+	386	-	chaperone protein DnaJ
1253020	385778302	Clo1313_0948	1103152	1104225	-	357	-	radical SAM protein
1253020	385778301	Clo1313_0947	1102526	1103125	-	199	-	Accessory gene regulator B
1253020	385778300	Clo1313_0946	1102317	1102481	-	54	-	hypothetical protein
1253021	385778318	Clo1313_0964	1123317	1124861	+	514	-	recombinase
1253021	385778317	Clo1313_0963	1123174	1123290	+	38	-	hypothetical protein
1253021	385778316	Clo1313_0962	1122508	1123083	+	191	-	5-formyltetrahydrofolate cyclo-ligase
1253022	385778325	Clo1313_0971	1130072	1131586	+	504	-	integral membrane sensor signal transduction histidine kinase
1253022	385778324	Clo1313_0970	1129386	1130072	+	228	-	winged helix family two component transcriptional regulator
1253023	385778330	Clo1313_0976	1137240	1138919	+	559	-	GAF sensor-containing diguanylate cyclase
