# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	109591	110439	+	ADU73191.1			MscS Mechanosensitive ion channel			Clo1313_0094	849	282	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	110645	110845	+							Clo1313_0095	201		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	110645	110845	+	ADU73192.1			protein of unknown function DUF951			Clo1313_0095	201	66	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	110933	112111	+							Clo1313_0096	1179		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	110933	112111	+	ADU73193.1			peptidase S1 and S6 chymotrypsin/Hap			Clo1313_0096	1179	392	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	112217	112510	+							Clo1313_0097	294		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	112217	112510	+	ADU73194.1			hypothetical protein			Clo1313_0097	294	97	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	112660	113124	+							Clo1313_0098	465		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	112660	113124	+	ADU73195.1			CMP/dCMP deaminase zinc-binding protein			Clo1313_0098	465	154	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	113506	115134	+							Clo1313_0099	1629		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	113506	115134	+	ADU73196.1			acetolactate synthase, large subunit, biosynthetic type			Clo1313_0099	1629	542	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	115166	115678	+							Clo1313_0100	513		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	115166	115678	+	ADU73197.1			acetolactate synthase, small subunit			Clo1313_0100	513	170	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	115686	116681	+							Clo1313_0101	996		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	115686	116681	+	ADU73198.1			ketol-acid reductoisomerase			Clo1313_0101	996	331	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	116764	118344	+							Clo1313_0102	1581		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	116764	118344	+	ADU73199.1			2-isopropylmalate synthase/homocitrate synthase family protein			Clo1313_0102	1581	526	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	118384	118641	+							Clo1313_0103	258		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	118384	118641	+	ADU73200.1			hypothetical protein			Clo1313_0103	258	85	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	118837	119544	+							Clo1313_0104	708		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	118837	119544	+	ADU73201.1			RNA polymerase, sigma 28 subunit, SigI			Clo1313_0104	708	235	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	119544	121166	+							Clo1313_0105	1623		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	119544	121166	+	ADU73202.1			hypothetical protein			Clo1313_0105	1623	540	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	121360	121740	+							Clo1313_0106	381		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	121360	121740	+	ADU73203.1			hypothetical protein			Clo1313_0106	381	126	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	122010	122453	+							Clo1313_0107	444		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	122010	122453	+	ADU73204.1			transcriptional regulator, BadM/Rrf2 family			Clo1313_0107	444	147	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	122683	123678	+							Clo1313_0108	996		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	122683	123678	+	ADU73205.1			Glutamyl-tRNA reductase			Clo1313_0108	996	331	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	123675	124148	+							Clo1313_0109	474		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	123675	124148	+	ADU73206.1			siroheme synthase			Clo1313_0109	474	157	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	124123	125001	+							Clo1313_0110	879		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	124123	125001	+	ADU73207.1			porphobilinogen deaminase			Clo1313_0110	879	292	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	125001	126482	+							Clo1313_0111	1482		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	125001	126482	+	ADU73208.1			uroporphyrin-III C-methyltransferase			Clo1313_0111	1482	493	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	126751	127731	+							Clo1313_0112	981		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	126751	127731	+	ADU73209.1			Porphobilinogen synthase			Clo1313_0112	981	326	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	127731	129014	+							Clo1313_0113	1284		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	127731	129014	+	ADU73210.1			glutamate-1-semialdehyde-2,1-aminomutase			Clo1313_0113	1284	427	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	129323	130393	+							Clo1313_0114	1071		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	129323	130393	+	ADU73211.1			sulfate ABC transporter, periplasmic sulfate-binding protein			Clo1313_0114	1071	356	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	130418	131266	+							Clo1313_0115	849		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	130418	131266	+	ADU73212.1			sulfate ABC transporter, inner membrane subunit CysT			Clo1313_0115	849	282	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	131353	132237	+							Clo1313_0116	885		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	131353	132237	+	ADU73213.1			sulfate ABC transporter, inner membrane subunit CysW			Clo1313_0116	885	294	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	132280	133344	+							Clo1313_0117	1065		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	132280	133344	+	ADU73214.1			sulfate ABC transporter, ATPase subunit			Clo1313_0117	1065	354	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	133412	134131	+							Clo1313_0118	720		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	133412	134131	+	ADU73215.1			adenylylsulfate reductase, thioredoxin dependent			Clo1313_0118	720	239	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	134419	135300	+							Clo1313_0119	882		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	134419	135300	+	ADU73216.1			phosphoadenosine phosphosulfate reductase			Clo1313_0119	882	293	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	135302	137101	+							Clo1313_0120	1800		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	135302	137101	+	ADU73217.1			sulfate adenylyltransferase, large subunit			Clo1313_0120	1800	599	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	137120	137329	+							Clo1313_0121	210		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	137120	137329	+	ADU73218.1			thiamine biosynthesis protein ThiS			Clo1313_0121	210	69	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	137326	138138	+							Clo1313_0122	813		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	137326	138138	+	ADU73219.1			UBA/THIF-type NAD/FAD binding protein			Clo1313_0122	813	270	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	138162	138581	+							Clo1313_0123	420		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	138162	138581	+	ADU73220.1			Mov34/MPN/PAD-1 family protein			Clo1313_0123	420	139	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	138582	139454	+							Clo1313_0124	873		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	138582	139454	+	ADU73221.1			nitrite and sulphite reductase 4Fe-4S region			Clo1313_0124	873	290	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	139492	139737	+							Clo1313_0125	246		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	139492	139737	+	ADU73222.1			SirA-like domain-containing protein			Clo1313_0125	246	81	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	139811	141208	-							Clo1313_0126	1398		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	139811	141208	-	ADU73223.1			Lipoprotein LpqB, GerMN domain			Clo1313_0126	1398	465	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	141211	141792	-							Clo1313_0127	582		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	141211	141792	-	ADU73224.1			RNA polymerase, sigma-24 subunit, ECF subfamily			Clo1313_0127	582	193	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	142114	142677	-							Clo1313_0128	564		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	142114	142677	-	ADU73225.1			hypothetical protein			Clo1313_0128	564	187	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	142712	143200	-							Clo1313_0129	489		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	142712	143200	-	ADU73226.1			hypothetical protein			Clo1313_0129	489	162	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	143208	143901	-							Clo1313_0130	694		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	144172	144354	+							Clo1313_0131	183		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	144172	144354	+	ADU73227.1			hypothetical protein			Clo1313_0131	183	60	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	144385	144711	+							Clo1313_0132	327		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	144385	144711	+	ADU73228.1			hypothetical protein			Clo1313_0132	327	108	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	144910	146421	+							Clo1313_0133	1512		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	144910	146421	+	ADU73229.1			alpha-L-arabinofuranosidase domain protein			Clo1313_0133	1512	503	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	146526	146702	+							Clo1313_0134	177		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	146526	146702	+	ADU73230.1			hypothetical protein			Clo1313_0134	177	58	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	146817	147791	+							Clo1313_0135	975		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	146817	147791	+	ADU73231.1			Dockerin type 1			Clo1313_0135	975	324	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	148028	149011	-							Clo1313_0136	984		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	148028	149011	-	ADU73232.1			glycosyltransferase sugar-binding region containing DXD motif			Clo1313_0136	984	327	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	149050	150084	-							Clo1313_0137	1035		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	149050	150084	-	ADU73233.1			Radical SAM domain protein			Clo1313_0137	1035	344	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	150081	151103	-							Clo1313_0138	1023		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	150081	151103	-	ADU73234.1			Radical SAM domain protein			Clo1313_0138	1023	340	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	151137	152162	-							Clo1313_0139	1026		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	151137	152162	-	ADU73235.1			Radical SAM domain protein			Clo1313_0139	1026	341	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	152146	153399	-							Clo1313_0140	1254		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	152146	153399	-	ADU73236.1			glycosyl transferase group 1			Clo1313_0140	1254	417	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	153417	154568	-							Clo1313_0141	1152		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	153417	154568	-	ADU73237.1			methyltransferase FkbM family			Clo1313_0141	1152	383	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	154723	155736	-							Clo1313_0142	1014		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	154723	155736	-	ADU73238.1			Radical SAM domain protein			Clo1313_0142	1014	337	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	155793	157292	-							Clo1313_0143	1500		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	155793	157292	-	ADU73239.1			glycosyl transferase family 2			Clo1313_0143	1500	499	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	157339	158256	-							Clo1313_0144	918		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	157339	158256	-	ADU73240.1			NAD-dependent epimerase/dehydratase			Clo1313_0144	918	305	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	158623	159996	+							Clo1313_0145	1374		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	158623	159996	+	ADU73241.1			DegT/DnrJ/EryC1/StrS aminotransferase			Clo1313_0145	1374	457	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	160134	160682	+							Clo1313_0146	549		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	160134	160682	+	ADU73242.1			dTDP-4-dehydrorhamnose 3,5-epimerase			Clo1313_0146	549	182	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	160710	161849	-							Clo1313_0147	1140		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	160710	161849	-	ADU73243.1			CDP-glucose 4,6-dehydratase			Clo1313_0147	1140	379	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	161925	162704	-							Clo1313_0148	780		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	161925	162704	-	ADU73244.1			glucose-1-phosphate cytidylyltransferase			Clo1313_0148	780	259	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	163006	164787	-							Clo1313_0149	1782		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	163006	164787	-	ADU73245.1			hypothetical protein			Clo1313_0149	1782	593	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	165028	166251	-							Clo1313_0150	1224		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	165028	166251	-	ADU73246.1			transposase mutator type			Clo1313_0150	1224	407	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	166396	167082	-							Clo1313_0151	687		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	166396	167082	-	ADU73247.1			hypothetical protein			Clo1313_0151	687	228	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	168006	169367	-							Clo1313_0152	1362		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	168006	169367	-	ADU73248.1			Radical SAM domain protein			Clo1313_0152	1362	453	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	169416	169586	-							Clo1313_0153	171		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	169416	169586	-	ADU73249.1			Cupin 2 conserved barrel domain protein			Clo1313_0153	171	56	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	169744	170418	-							Clo1313_0154	675		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	169744	170418	-	ADU73250.1			hypothetical protein			Clo1313_0154	675	224	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	170559	170918	-							Clo1313_0155	360		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	170559	170918	-	ADU73251.1			hypothetical protein			Clo1313_0155	360	119	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	171089	171298	-							Clo1313_0156	210		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	171089	171298	-	ADU73252.1			hypothetical protein			Clo1313_0156	210	69	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	171661	174051	+							Clo1313_0157	2391		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	171661	174051	+	ADU73253.1			hypothetical protein			Clo1313_0157	2391	796	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	174296	174703	+							Clo1313_0158	408		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	174977	175597	-							Clo1313_0159	621		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	174977	175597	-	ADU73254.1			hypothetical protein			Clo1313_0159	621	206	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	176101	176868	+							Clo1313_0160	768		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	176101	176868	+	ADU73255.1			ABC transporter related protein			Clo1313_0160	768	255	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	176861	177673	+							Clo1313_0161	813		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	176861	177673	+	ADU73256.1			binding-protein-dependent transport systems inner membrane component			Clo1313_0161	813	270	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	177720	178730	+							Clo1313_0162	1011		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	177720	178730	+	ADU73257.1			hypothetical protein			Clo1313_0162	1011	336	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	178880	180172	+							Clo1313_0163	1293		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	178880	180172	+	ADU73258.1			hypothetical protein			Clo1313_0163	1293	430	
