# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	83949	85436	+							CLO1313_RS00405	1488		old_locus_tag=Clo1313_0078
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	83949	85436	+	WP_003516409.1	WP_003516409.1		sugar ABC transporter ATP-binding protein			CLO1313_RS00405	1488	495	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	85455	86438	+							CLO1313_RS00410	984		old_locus_tag=Clo1313_0079
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	85455	86438	+	WP_003513175.1	WP_003513175.1		ABC transporter permease			CLO1313_RS00410	984	327	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	86440	87054	+							CLO1313_RS00415	615		old_locus_tag=Clo1313_0080
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	86440	87054	+	WP_003513173.1	WP_003513173.1		histidine phosphatase family protein			CLO1313_RS00415	615	204	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	87122	87346	-							CLO1313_RS00420	225		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	87122	87346	-	WP_037294357.1	WP_037294357.1		hypothetical protein			CLO1313_RS00420	225	74	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	87787	91050	-							CLO1313_RS00425	3264		old_locus_tag=Clo1313_0081
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	87787	91050	-	WP_003516406.1	WP_003516406.1		helicase			CLO1313_RS00425	3264	1087	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	91265	93073	-					pepF		CLO1313_RS00430	1809		old_locus_tag=Clo1313_0082
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	91265	93073	-	WP_003513166.1	WP_003513166.1		oligoendopeptidase F	pepF		CLO1313_RS00430	1809	602	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	93126	93482	-							CLO1313_RS00435	357		old_locus_tag=Clo1313_0083
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	93126	93482	-	WP_003513164.1	WP_003513164.1		nucleotide pyrophosphohydrolase			CLO1313_RS00435	357	118	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	93693	96821	-							CLO1313_RS00440	3129		old_locus_tag=Clo1313_0084
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	93693	96821	-	WP_003513162.1	WP_003513162.1		ferrous iron transporter A			CLO1313_RS00440	3129	1042	
gene	tRNA	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	97014	97090	+							CLO1313_RS00445	77		old_locus_tag=Clo1313_R0004
tRNA		GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	97014	97090	+				tRNA-Arg			CLO1313_RS00445	77		anticodon=CCT
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	97366	97851	+							CLO1313_RS00450	486		old_locus_tag=Clo1313_0085
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	97366	97851	+	WP_003513159.1	WP_003513159.1		nucleoside deaminase			CLO1313_RS00450	486	161	
gene	tRNA	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	97956	98046	+							CLO1313_RS00455	91		old_locus_tag=Clo1313_R0005
tRNA		GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	97956	98046	+				tRNA-Ser			CLO1313_RS00455	91		anticodon=CGA
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	98091	98255	+							CLO1313_RS00460	165		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	98091	98255	+	WP_003513157.1	WP_003513157.1		hypothetical protein			CLO1313_RS00460	165	54	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	98287	98895	+							CLO1313_RS00465	609		old_locus_tag=Clo1313_0087
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	98287	98895	+	WP_003513155.1	WP_003513155.1		cupin domain-containing protein			CLO1313_RS00465	609	202	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	98924	100213	-							CLO1313_RS00470	1290		old_locus_tag=Clo1313_0088
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	98924	100213	-	WP_003513153.1	WP_003513153.1		hypothetical protein			CLO1313_RS00470	1290	429	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	100258	101286	-							CLO1313_RS00475	1029		old_locus_tag=Clo1313_0089
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	100258	101286	-	WP_003516403.1	WP_003516403.1		LacI family DNA-binding transcriptional regulator			CLO1313_RS00475	1029	342	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	101772	104951	+							CLO1313_RS15490	3180		old_locus_tag=Clo1313_0090
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	101772	104951	+	WP_014522588.1	WP_014522588.1		hypothetical protein			CLO1313_RS15490	3180	1059	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	105136	105951	+							CLO1313_RS00490	816		old_locus_tag=Clo1313_0091
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	105136	105951	+	WP_003513147.1	WP_003513147.1		peptidase U57			CLO1313_RS00490	816	271	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	106095	108053	+							CLO1313_RS00495	1959		old_locus_tag=Clo1313_0092
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	106095	108053	+	WP_003513145.1	WP_003513145.1		DNA topoisomerase III			CLO1313_RS00495	1959	652	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	108303	109160	+							CLO1313_RS00500	858		old_locus_tag=Clo1313_0093
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	108303	109160	+	WP_003518362.1	WP_003518362.1		DUF368 domain-containing protein			CLO1313_RS00500	858	285	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	109591	110439	+							CLO1313_RS00505	849		old_locus_tag=Clo1313_0094
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	109591	110439	+	WP_003513141.1	WP_003513141.1		mechanosensitive ion channel family protein			CLO1313_RS00505	849	282	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	110645	110845	+							CLO1313_RS00510	201		old_locus_tag=Clo1313_0095
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	110645	110845	+	WP_003513139.1	WP_003513139.1		DUF951 domain-containing protein			CLO1313_RS00510	201	66	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	110933	112111	+							CLO1313_RS00515	1179		old_locus_tag=Clo1313_0096
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	110933	112111	+	WP_003513137.1	WP_003513137.1		PDZ domain-containing protein			CLO1313_RS00515	1179	392	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	112217	112510	+							CLO1313_RS00520	294		old_locus_tag=Clo1313_0097
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	112217	112510	+	WP_003513135.1	WP_003513135.1		hypothetical protein			CLO1313_RS00520	294	97	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	112660	113124	+							CLO1313_RS00525	465		old_locus_tag=Clo1313_0098
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	112660	113124	+	WP_003513133.1	WP_003513133.1		nucleoside deaminase			CLO1313_RS00525	465	154	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	113506	115134	+					ilvB		CLO1313_RS00530	1629		old_locus_tag=Clo1313_0099
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	113506	115134	+	WP_003513132.1	WP_003513132.1		acetolactate synthase, large subunit, biosynthetic type	ilvB		CLO1313_RS00530	1629	542	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	115166	115678	+							CLO1313_RS00535	513		old_locus_tag=Clo1313_0100
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	115166	115678	+	WP_003513130.1	WP_003513130.1		acetolactate synthase small subunit			CLO1313_RS00535	513	170	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	115686	116681	+							CLO1313_RS00540	996		old_locus_tag=Clo1313_0101
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	115686	116681	+	WP_003513128.1	WP_003513128.1		ketol-acid reductoisomerase			CLO1313_RS00540	996	331	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	116764	118344	+							CLO1313_RS00545	1581		old_locus_tag=Clo1313_0102
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	116764	118344	+	WP_003513126.1	WP_003513126.1		citramalate synthase			CLO1313_RS00545	1581	526	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	118384	118641	+							CLO1313_RS00550	258		old_locus_tag=Clo1313_0103
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	118384	118641	+	WP_003513124.1	WP_003513124.1		hypothetical protein			CLO1313_RS00550	258	85	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	118837	119544	+					sigI		CLO1313_RS00555	708		old_locus_tag=Clo1313_0104
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	118837	119544	+	WP_003513122.1	WP_003513122.1		RNA polymerase sigma factor SigI	sigI		CLO1313_RS00555	708	235	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	119544	121166	+							CLO1313_RS00560	1623		old_locus_tag=Clo1313_0105
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	119544	121166	+	WP_003518361.1	WP_003518361.1		membrane protein			CLO1313_RS00560	1623	540	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	121360	121740	+							CLO1313_RS00565	381		old_locus_tag=Clo1313_0106
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	121360	121740	+	WP_003513117.1	WP_003513117.1		DUF2721 domain-containing protein			CLO1313_RS00565	381	126	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	122010	122453	+							CLO1313_RS00570	444		old_locus_tag=Clo1313_0107
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	122010	122453	+	WP_003518360.1	WP_003518360.1		Rrf2 family transcriptional regulator			CLO1313_RS00570	444	147	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	122683	123678	+					hemA		CLO1313_RS00575	996		old_locus_tag=Clo1313_0108
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	122683	123678	+	WP_003513114.1	WP_003513114.1		glutamyl-tRNA reductase	hemA		CLO1313_RS00575	996	331	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	123675	124148	+							CLO1313_RS00580	474		old_locus_tag=Clo1313_0109
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	123675	124148	+	WP_003518359.1	WP_003518359.1		bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase			CLO1313_RS00580	474	157	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	124123	125001	+							CLO1313_RS00585	879		old_locus_tag=Clo1313_0110
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	124123	125001	+	WP_003513110.1	WP_003513110.1		hydroxymethylbilane synthase			CLO1313_RS00585	879	292	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	125001	126482	+					cobA		CLO1313_RS00590	1482		old_locus_tag=Clo1313_0111
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	125001	126482	+	WP_003513108.1	WP_003513108.1		uroporphyrinogen-III C-methyltransferase	cobA		CLO1313_RS00590	1482	493	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	126751	127731	+							CLO1313_RS00595	981		old_locus_tag=Clo1313_0112
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	126751	127731	+	WP_003513106.1	WP_003513106.1		porphobilinogen synthase			CLO1313_RS00595	981	326	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	127731	129014	+					hemL		CLO1313_RS00600	1284		old_locus_tag=Clo1313_0113
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	127731	129014	+	WP_003513104.1	WP_003513104.1		glutamate-1-semialdehyde 2,1-aminomutase	hemL		CLO1313_RS00600	1284	427	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	129323	130393	+							CLO1313_RS00605	1071		old_locus_tag=Clo1313_0114
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	129323	130393	+	WP_003513101.1	WP_003513101.1		sulfate ABC transporter substrate-binding protein			CLO1313_RS00605	1071	356	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	130418	131266	+					cysT		CLO1313_RS00610	849		old_locus_tag=Clo1313_0115
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	130418	131266	+	WP_003513100.1	WP_003513100.1		sulfate ABC transporter permease subunit CysT	cysT		CLO1313_RS00610	849	282	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	131353	132237	+					cysW		CLO1313_RS00615	885		old_locus_tag=Clo1313_0116
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	131353	132237	+	WP_003518358.1	WP_003518358.1		sulfate ABC transporter permease subunit CysW	cysW		CLO1313_RS00615	885	294	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	132280	133344	+							CLO1313_RS00620	1065		old_locus_tag=Clo1313_0117
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	132280	133344	+	WP_003513098.1	WP_003513098.1		sulfate ABC transporter ATP-binding protein			CLO1313_RS00620	1065	354	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	133412	134131	+							CLO1313_RS00625	720		old_locus_tag=Clo1313_0118
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	133412	134131	+	WP_003513096.1	WP_003513096.1		phosphoadenylyl-sulfate reductase			CLO1313_RS00625	720	239	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	134419	135300	+							CLO1313_RS00630	882		old_locus_tag=Clo1313_0119
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	134419	135300	+	WP_003513095.1	WP_003513095.1		sulfate adenylyltransferase subunit 2			CLO1313_RS00630	882	293	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	135302	137101	+							CLO1313_RS00635	1800		old_locus_tag=Clo1313_0120
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	135302	137101	+	WP_003518357.1	WP_003518357.1		adenylyl-sulfate kinase			CLO1313_RS00635	1800	599	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	137120	137329	+					thiS		CLO1313_RS00640	210		old_locus_tag=Clo1313_0121
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	137120	137329	+	WP_003518356.1	WP_003518356.1		thiamine biosynthesis protein ThiS	thiS		CLO1313_RS00640	210	69	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	137326	138138	+							CLO1313_RS00645	813		old_locus_tag=Clo1313_0122
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	137326	138138	+	WP_003513089.1	WP_003513089.1		molybdopterin-synthase adenylyltransferase MoeB			CLO1313_RS00645	813	270	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	138162	138581	+							CLO1313_RS00650	420		old_locus_tag=Clo1313_0123
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	138162	138581	+	WP_003513087.1	WP_003513087.1		Mov34/MPN/PAD-1 family protein			CLO1313_RS00650	420	139	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	138582	139454	+							CLO1313_RS00655	873		old_locus_tag=Clo1313_0124
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	138582	139454	+	WP_003513085.1	WP_003513085.1		4Fe-4S dicluster domain-containing protein			CLO1313_RS00655	873	290	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	139492	139737	+							CLO1313_RS00660	246		old_locus_tag=Clo1313_0125
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	139492	139737	+	WP_003513083.1	WP_003513083.1		sulfurtransferase TusA family protein			CLO1313_RS00660	246	81	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	139811	141208	-							CLO1313_RS00665	1398		old_locus_tag=Clo1313_0126
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	139811	141208	-	WP_003518355.1	WP_003518355.1		sporulation protein			CLO1313_RS00665	1398	465	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	141211	141792	-							CLO1313_RS00670	582		old_locus_tag=Clo1313_0127
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	141211	141792	-	WP_003513078.1	WP_003513078.1		RNA polymerase sigma factor			CLO1313_RS00670	582	193	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	142114	142677	-							CLO1313_RS00675	564		old_locus_tag=Clo1313_0128
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	142114	142677	-	WP_003521048.1	WP_003521048.1		ATP-binding protein			CLO1313_RS00675	564	187	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	142712	143200	-							CLO1313_RS00680	489		old_locus_tag=Clo1313_0129
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	142712	143200	-	WP_003518353.1	WP_003518353.1		hypothetical protein			CLO1313_RS00680	489	162	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	143208	143333	-							CLO1313_RS15495	126		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	143208	143333	-	WP_080514924.1	WP_080514924.1		hypothetical protein			CLO1313_RS15495	126	41	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	143502	143750	-							CLO1313_RS00685	249		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	143502	143750	-	WP_080514925.1	WP_080514925.1		response regulator			CLO1313_RS00685	249	82	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	144172	144354	+							CLO1313_RS00690	183		old_locus_tag=Clo1313_0131
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	144172	144354	+	WP_003513076.1	WP_003513076.1		hypothetical protein			CLO1313_RS00690	183	60	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	144385	144711	+							CLO1313_RS00695	327		old_locus_tag=Clo1313_0132
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	144385	144711	+	WP_003513074.1	WP_003513074.1		hypothetical protein			CLO1313_RS00695	327	108	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	144910	146421	+							CLO1313_RS00700	1512		old_locus_tag=Clo1313_0133
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	144910	146421	+	WP_003513072.1	WP_003513072.1		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase			CLO1313_RS00700	1512	503	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	146817	147791	+							CLO1313_RS00705	975		old_locus_tag=Clo1313_0135
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	146817	147791	+	WP_003518346.1	WP_003518346.1		dockerin			CLO1313_RS00705	975	324	
