ProteinID	ortholog	evalue	Score	Predicted_Gene_name	GO_terms	KEGG_KO	BiGG_Reactions	Matching_Ogs	Best_OG_value	COG_functional_categories	HMM_model_annotation
WP_003511789.1	203119.Cthe_3197	9.60E-123	396.6					"07I49@bactNOG,0EWEM@cloNOG,0P1I2@firmNOG,COG3881@NOG"	07I49|2.01102142583e-58|199.432540894	S	PRC-barrel domain protein
WP_003511791.1	203119.Cthe_3198	2.40E-38	115					"074F7@bactNOG,0F2Y6@cloNOG,0NZGM@firmNOG,0Z21T@NOG"	074F7|6.49741633033e-34|118.387916565	S	NA
WP_003511856.1	203119.Cthe_3225	1.50E-116	375.8					"077F0@bactNOG,0EQ2W@cloNOG,0NEHR@firmNOG,0XT1I@NOG"	077F0|4.53577491767e-66|226.38130188	S	NA
WP_003511862.1	203119.Cthe_0047	1.80E-81	266.2					"05VKP@bactNOG,0EVTP@cloNOG,0NNNB@firmNOG,121X1@NOG"	05VKP|1.98492973643e-59|204.755462646	S	copper amine
WP_003511909.1	203119.Cthe_0015	0	1658.5	ABN2		K06113		"06Z5D@bactNOG,0EPT4@cloNOG,0NFPF@firmNOG,COG3507@NOG"	06Z5D|9.83822910596e-199|665.98223877	G	Glycoside Hydrolase Family 43
WP_003511911.1	203119.Cthe_0016	2.30E-107	351	FTNA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K02217		"090A1@bactNOG,0ERUN@cloNOG,0NIFI@firmNOG,COG1528@NOG"	090A1|1.22883610265e-51|177.505783081	P	ferritin
WP_003511913.1	203119.Cthe_0017	0	1299.2	WS0013				"05EWE@bactNOG,0EPTC@cloNOG,0NE76@firmNOG,0XPGN@NOG"	05EWE|4.34421968795e-179|599.795898438	S	membrAne
WP_003511915.1	203119.Cthe_0018	3.70E-70	220.3					"06YMR@bactNOG,0F1HP@cloNOG,0NXYA@firmNOG,0YUFZ@NOG"	06YMR|3.58451728403e-58|197.0206604	S	NA
WP_003511918.1	720554.Clocl_1563	7.10E-51	158.3					"088AG@bactNOG,0ZYF4@NOG"	088AG|3.55410777686e-36|126.516693115	S	NA
WP_003511931.1	203119.Cthe_0023	7.70E-178	578.9			K02170		"08316@bactNOG,0NMTP@firmNOG,COG0596@NOG"	08316|8.14800994736e-89|299.717895508	S	synthesis protein
WP_003511942.1	203119.Cthe_0032	0	1393.4			K01218		"05D3P@bactNOG,0EYWH@cloNOG,0NF04@firmNOG,COG4124@NOG"	05D3P|1.41223011573e-120|407.099945068	G	"Mannan endo-1,4-beta-mannosidase"
WP_003511947.1	203119.Cthe_0034	8.40E-143	466.8					"08KFT@bactNOG,0EPWP@cloNOG,0NF06@firmNOG,COG0664@NOG"	08KFT|7.91478243035e-85|286.851318359	T	cyclic nucleotide-binding domain protein
WP_003511951.1	203119.Cthe_0036	0	1225.6	HCP	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K05601		"05EJ7@bactNOG,0ENY5@cloNOG,0NE7K@firmNOG,COG1151@NOG"	05EJ7|4.4856166304e-245|817.091369629	C	Catalyzes the reduction of hydroxylamine to form NH(3) and H(2)O (By similarity)
WP_003511954.1	203119.Cthe_0037	2.50E-95	307.2			K13993		"081ED@bactNOG,0ETWF@cloNOG,0P36K@firmNOG,COG0071@NOG"	081ED|7.76750873304e-55|187.418441772	O	Heat shock protein
WP_003511963.1	203119.Cthe_0041	2.80E-94	301					"05IY0@bactNOG,0NKD8@firmNOG,11QY6@NOG"	05IY0|8.45911954506e-67|226.535003662	S	NA
WP_003511964.1	203119.Cthe_0042	8.50E-270	887.9	HYDF				"05F4F@bactNOG,0EP7U@cloNOG,0NDN9@firmNOG,COG1160@NOG"	05F4F|1.62882369072e-187|626.043457031	S	gtp-binding protein
WP_003511976.1	203119.Cthe_1833	8.30E-146	473.5					"06R6X@bactNOG,0EWGG@cloNOG,0NUZV@firmNOG,100EZ@NOG"	06R6X|1.38553246868e-64|221.862304688	S	copper amine
WP_003511980.1	203119.Cthe_0049	2.50E-144	469					"090HU@bactNOG,0ET93@cloNOG,0NJBU@firmNOG,11QAE@NOG"	090HU|6.80687577335e-91|306.614562988	K	Transcriptional regulator
WP_003511981.1	203119.Cthe_0050	1.40E-208	679.9					"064GX@bactNOG,128X3@NOG"	064GX|4.1287386975e-114|383.939849854	S	NA
WP_003511984.1	203119.Cthe_0052	1.40E-292	962.4	BMUL_5873				"05DNR@bactNOG,0EQ56@cloNOG,0NEJY@firmNOG,COG1306@NOG"	05DNR|1.4605831835e-143|482.335540771	S	gtp-binding protein
WP_003511986.1	203119.Cthe_0053	0	1823.9	NRDA	"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	K00525	"RNDR1,RNDR2,RNDR3,RNDR4"	"05BZH@bactNOG,0ENSY@cloNOG,0NDYT@firmNOG,COG0209@NOG"	05BZH|2.28041230951e-264|883.20513916	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)
WP_003511996.1	715225.PVOR_08030	2.10E-51	163.2					"054XE@bacNOG,08JW1@bactNOG,0P6RY@firmNOG,0ZYS9@NOG"	08JW1|4.35831382948e-61|209.294403076	S	Protein of unknown function (DUF3298)
WP_003512006.1	203119.Cthe_0220	1.60E-217	714.4	STRIC_0432				"08TQA@bactNOG,0EXM7@cloNOG,0NKQD@firmNOG,11HCS@NOG"	08TQA|1.6905649683e-113|381.595489502	L	Transposase (IS4 family
WP_003512010.1	203119.Cthe_0058	4.50E-167	546.3	SIGI		K03093		"08WZW@bactNOG,0EUJA@cloNOG,0NJ0X@firmNOG,11MAS@NOG"	08WZW|4.53394798993e-81|274.35949707	K	RNA polymerase sigma
WP_003512012.1	203119.Cthe_0060	2.40E-118	384.5					"08SDZ@bactNOG,0ETEE@cloNOG,0NJ71@firmNOG,COG0653@NOG"	08SDZ|7.02138858487e-70|237.431900024	U	domain protein
WP_003512015.1	203119.Cthe_0063	2.50E-79	252.8					"05PBX@bactNOG,0EUKG@cloNOG,0NM3Z@firmNOG,11V5V@NOG"	05PBX|1.81418694491e-54|185.487426758	S	(rubredoxin-type Fe(Cys)4 protein)
WP_003512017.1	203119.Cthe_0065	7.00E-72	230.5	YTRH				"05VV2@bactNOG,0EVK8@cloNOG,0NNGY@firmNOG,121ZA@NOG"	05VV2|2.79772609726e-39|136.521881104	S	NA
WP_003512018.1	203119.Cthe_0066	4.20E-104	333.8					"088B9@bactNOG,0F554@cloNOG,0P45U@firmNOG,0ZZUR@NOG"	088B9|5.93781395051e-61|207.670425415	S	NA
WP_003512019.1	203119.Cthe_0067	2.80E-165	543.5	NPDA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K12410		"05NDF@bactNOG,0ENV2@cloNOG,0NEF0@firmNOG,COG0846@NOG"	05NDF|3.27693682431e-89|302.757537842	K	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form. May also have NAD-dependent lysine demalonylase and desuccinylase activity (By similarity)
WP_003512020.1	697329.Rumal_2979	1.60E-90	292.5			"K01802,K03767,K03768"		"08R5K@bactNOG,0ES0D@cloNOG,0NHNB@firmNOG,COG0652@NOG"	0ES0D|2.4280364721e-78|266.931396484	O	PPIases accelerate the folding of proteins (By similarity)
WP_003512022.1	203119.Cthe_0069	2.10E-234	771.4	ASNA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01914		"05CU9@bactNOG,0EP1U@cloNOG,0NDAD@firmNOG,COG2502@NOG"	05CU9|7.19152987039e-169|564.102539062	E	asparagine synthetase A
WP_003512025.1	203119.Cthe_0070	0	1062.1	ASNS	"GO:0003674,GO:0003824,GO:0004812,GO:0004816,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006421,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901576"	K01893		"05C5S@bactNOG,0EP26@cloNOG,0NDUQ@firmNOG,COG0017@NOG"	05C5S|4.0163250113e-199|665.965148926	J	asparaginyl-tRNA synthetase
WP_003512026.1	697281.Mahau_1111	0	1073.9					"07THZ@bactNOG,0F4MG@cloNOG,0P4FT@firmNOG,0ZVDP@NOG"	07THZ|0.0|1066.26745605	G	"Glycoside hydrolase, family 48"
WP_003512028.1	203119.Cthe_0072	9.20E-107	348.6	PSPC		K03973		"067S9@bactNOG,0EVMN@cloNOG,0NQY6@firmNOG,COG1983@NOG"	067S9|2.53620790045e-31|112.109489441	S	"phage shock protein C, PspC"
WP_003512034.1	755731.Clo1100_1019	5.80E-24	76.4					"069ST@bactNOG,0EXNI@cloNOG,0NREV@firmNOG,0XVE3@NOG"	069ST|4.51156260684e-20|75.7598419189	S	general stress protein
WP_003512035.1	203119.Cthe_0077	7.10E-80	253.5					"06V64@bactNOG,0F0Q3@cloNOG,0NWSD@firmNOG,0YPDN@NOG"	06V64|2.83196641694e-53|182.593856812	S	NA
WP_003512036.1	509191.AcelC_020100021843	2.50E-32	103.6					"05MNV@bactNOG,0EU8U@cloNOG,0NM32@firmNOG,11U5R@NOG"	05MNV|2.88096134784e-26|95.8292617798	S	conserved domain protein
WP_003512038.1	203119.Cthe_0079	1.30E-123	401.7	YHBB2				"08VMK@bactNOG,0ET8J@cloNOG,0NI81@firmNOG,11IEN@NOG"	08VMK|3.58812188015e-61|210.333053589	S	NA
WP_003512048.1	203119.Cthe_0081	2.00E-264	872.3	ARGJ	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	"K00620,K03328"	"ACGS,ORNTAC,ORNTAC_1"	"05C5V@bactNOG,0EP12@cloNOG,0NDBU@firmNOG,COG1364@NOG"	05C5V|2.79898854614e-173|580.481262207	E	"Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate (By similarity)"
WP_003512050.1	203119.Cthe_0082	0	1776.6	LON	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01338		"05C6P@bactNOG,0EPG4@cloNOG,0NDWW@firmNOG,COG0466@NOG"	0EPG4|0.0|1209.67614746	O	"ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner (By similarity)"
WP_003512055.1	203119.Cthe_0084	1.40E-117	378.7					"05SPN@bactNOG,0EV4P@cloNOG,0NMIY@firmNOG,120PT@NOG"	05SPN|2.51579328057e-77|261.766448975	S	NA
WP_003512057.1	203119.Cthe_0085	2.30E-142	464	MECA		K16511		"08S6Z@bactNOG,0ES35@cloNOG,0NINH@firmNOG,11GA9@NOG"	08S6Z|1.91135424291e-60|200.052932739	S	Negative regulator of genetic competence
WP_003512059.1	203119.Cthe_0086	3.40E-195	634.3					"06KFA@bactNOG,0EYN0@cloNOG,0NTC2@firmNOG,0YB65@NOG"	06KFA|2.4794902149e-167|558.834106445	S	NA
WP_003512062.1	203119.Cthe_0087	2.10E-129	424.6	MAF	"GO:0000910,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0007049,GO:0008150,GO:0009987,GO:0022402,GO:0030312,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0051301,GO:0071944"	K06287		"08Z03@bactNOG,0ET55@cloNOG,0NJ81@firmNOG,COG0424@NOG"	08Z03|1.13542071666e-79|270.24130249	D	MAF-like protein
WP_003512064.1	203119.Cthe_0088	1.20E-216	714.5	MREB		K03569		"05DFF@bactNOG,0EP4P@cloNOG,0NDKT@firmNOG,COG1077@NOG"	05DFF|1.23000098643e-175|586.842224121	D	Rod shape-determining protein mreb
WP_003512069.1	203119.Cthe_0090	1.40E-108	351.8	MRED		K03571		"08Z84@bactNOG,0ET42@cloNOG,0NJ7A@firmNOG,11N38@NOG"	08Z84|1.94469766931e-49|170.278594971	M	Rod shape-determining protein MreD
WP_003512072.1	203119.Cthe_0092	3.00E-151	494.7	MINC		K03610		"07YDG@bactNOG,0EU69@cloNOG,0NKXA@firmNOG,COG0850@NOG"	07YDG|4.16704563717e-72|245.471557617	D	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization (By similarity)
WP_003512074.1	469617.FUAG_01168	1.30E-121	393.7			K03609		"08IQJ@bactNOG,0QHN6@fusoNOG,COG2894@NOG"	08IQJ|6.14128523118e-133|444.660522461	D	site-determining protein
WP_003512076.1	203119.Cthe_0094	9.50E-59	188	MINE		K03608		"083CN@bactNOG,0EVEX@cloNOG,0NNJB@firmNOG,COG0851@NOG"	083CN|6.15894949015e-34|120.981887817	D	Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell (By similarity)
WP_003512078.1	203119.Cthe_0095	2.80E-87	284.3	MGSA		K01734	MGSA	"08Z5K@bactNOG,0ETD8@cloNOG,0NJD3@firmNOG,COG1803@NOG"	08Z5K|4.84743443514e-47|163.877456665	G	methylglyoxal synthase
WP_003512093.1	203119.Cthe_0099	1.30E-198	653.9	METF	"GO:0003674,GO:0003824,GO:0004489,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016645,GO:0016646,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044710,GO:0055114,GO:0071704,GO:1901564"	K00297	"MTHFR2,MTHFR2_1,MTHFR3"	"05SYT@bactNOG,0EP38@cloNOG,0NEI9@firmNOG,COG0685@NOG"	05SYT|1.85009659494e-113|381.842651367	E	Methylenetetrahydrofolate reductase
WP_003512095.1	203119.Cthe_0100	3.10E-167	540.6					"06Q0A@bactNOG,0EZGT@cloNOG,0NU6T@firmNOG,0YG3R@NOG"	06Q0A|7.05922719622e-157|523.076171875	S	NA
WP_003512097.1	203119.Cthe_0101	2.10E-269	887.8	BDHA		K19955		"07QW4@bactNOG,0EPDV@cloNOG,0NDD6@firmNOG,COG1979@NOG"	07QW4|1.64310184508e-172|576.749145508	C	alcohol dehydrogenase
WP_003512099.1	203119.Cthe_0102	9.50E-155	508.7	TRMB	"GO:0008150,GO:0040007"	K03439		"05CZ1@bactNOG,0EPU3@cloNOG,0NFUR@firmNOG,COG0220@NOG"	05CZ1|1.05124958107e-53|185.967697144	C	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA (By similarity)
WP_003512101.1	203119.Cthe_0103	4.60E-86	280.2	YUGU				"08YXI@bactNOG,0ETJJ@cloNOG,0NJPN@firmNOG,COG0432@NOG"	08YXI|5.11113209919e-56|192.247406006	S	Secondary thiamine-phosphate synthase enzyme
WP_003512104.1	203119.Cthe_0104	4.80E-240	791.9	RIBD	"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0008703,GO:0008835,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0016787,GO:0016810,GO:0016814,GO:0018130,GO:0019239,GO:0034641,GO:0036094,GO:0040007,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044711,GO:0046483,GO:0048037,GO:0050661,GO:0050662,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576"	"K01498,K11752"	"APRAUR,DHPPDA,DHPPDA2"	"05D1W@bactNOG,0EP9H@cloNOG,0NDPZ@firmNOG,COG0117@NOG,COG1985@NOG"	05D1W|1.7868079783e-132|445.105438232	H	"Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate (By similarity)"
WP_003512106.1	203119.Cthe_0105	2.40E-144	474.3	RIBE	"GO:0000906,GO:0003674,GO:0003824,GO:0004746,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016740,GO:0016765,GO:0016853,GO:0016866,GO:0016867,GO:0018130,GO:0034641,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K00793	"APRAUR,PMDPHT,RBFSa,RBFSb"	"08R6K@bactNOG,0ERSF@cloNOG,0NHAM@firmNOG,COG0307@NOG"	08R6K|4.76290164911e-88|298.071624756	H	"riboflavin synthase, subunit alpha"
WP_003512109.1	203119.Cthe_0106	2.40E-280	925.7	RIBBA		K14652	"DB4PS,GTPCII,GTPCII2"	"05C66@bactNOG,0ENWF@cloNOG,0NDC8@firmNOG,COG0108@NOG,COG0807@NOG"	05C66|2.81143281955e-224|750.294250488	H	"Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate (By similarity)"
WP_003512112.1	203119.Cthe_0107	1.20E-99	326.5	RIBH	"GO:0000906,GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016853,GO:0016866,GO:0016867,GO:0040007"	K00794	"APRAUR,PMDPHT,RBFSa,RBFSb"	"08UTT@bactNOG,0ERWA@cloNOG,0NH9S@firmNOG,COG0054@NOG"	08UTT|1.90920409921e-76|259.889862061	H	"Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin (By similarity)"
WP_003512113.1	203119.Cthe_0108	2.80E-143	462.1					"06MS2@bactNOG,0EZ7I@cloNOG,0NTXI@firmNOG,0YD0T@NOG"	06MS2|4.88744249345e-128|427.782226562	S	PilZ domain
WP_003512117.1	203119.Cthe_0110	1.00E-210	693	HPRK	"GO:0003674,GO:0003824,GO:0004647,GO:0004672,GO:0004674,GO:0006355,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007154,GO:0007584,GO:0008150,GO:0008152,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016301,GO:0016310,GO:0016311,GO:0016740,GO:0016772,GO:0016773,GO:0016787,GO:0016788,GO:0016791,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0036211,GO:0042221,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044699,GO:0044763,GO:0045013,GO:0045892,GO:0045934,GO:0045990,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0070887,GO:0071496,GO:0071704,GO:0080090,GO:2000112,GO:2000113,GO:2001141"	K06023	AMANK	"05D1C@bactNOG,0EP0P@cloNOG,0NDXR@firmNOG,COG1493@NOG"	05D1C|4.51242886585e-125|420.596099854	T	"Catalyzes the ATP- as well as the pyrophosphate- dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P- Ser-HPr). The two antagonistic activities of HprK P are regulated by several intracellular metabolites, which change their concentration in response to the absence or presence of rapidly metabolisable carbon sources (glucose, fructose, etc.) in the growth medium. Therefore, by controlling the phosphorylation state of HPr, HPrK P is a sensor enzyme that plays a major role in the regulation of carbon metabolism and sugar transport it mediates carbon catabolite repression (CCR), and regulates PTS-catalyzed carbohydrate uptake and inducer exclusion (By similarity)"
WP_003512119.1	744872.Spica_2255	8.40E-84	273.8	YCDX	"GO:0001539,GO:0003674,GO:0003824,GO:0005488,GO:0006928,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0016787,GO:0016788,GO:0040011,GO:0042578,GO:0043167,GO:0043169,GO:0044699,GO:0044763,GO:0046872,GO:0046914,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978"	"K02347,K04477"		"07SSZ@bactNOG,1APYM@spiNOG,COG1387@NOG"	07SSZ|1.1426907538e-90|307.658508301	E	Phosphatase
WP_003512125.1	203119.Cthe_0114	1.50E-299	988.1	YBHK				"05CHW@bactNOG,0ENXS@cloNOG,0NDQB@firmNOG,COG0391@NOG"	05CHW|1.63038018425e-152|512.043823242	S	UPF0052 protein
WP_003512126.1	63737.Npun_F1435	1.50E-177	585.2	GLGX		K00705		"07RX7@bactNOG,0FJ6P@cyaNOG,COG3408@NOG"	07RX7|5.66828446552e-250|834.030151367	G	Glycogen debranching enzyme
WP_003512127.1	203119.Cthe_0116	8.60E-203	666.9	WHIA	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0043937,GO:0044464,GO:0050789,GO:0050793,GO:0065007,GO:0071944"	K09762		"05CIE@bactNOG,0EP99@cloNOG,0NDR7@firmNOG,COG1481@NOG"	05CIE|1.66020361743e-119|401.77053833	K	May be required for sporulation (By similarity)
WP_003512128.1	203119.Cthe_0117	8.10E-55	177	PTSH		"K11184,K11189"		"05KRI@bactNOG,0EVCE@cloNOG,0NM3E@firmNOG,COG1925@NOG"	05KRI|3.17447523232e-34|119.388175964	G	phosphocarrier protein (HPr
WP_003512129.1	203119.Cthe_0118	1.00E-71	231	SPOIIAA		K06378		"082AN@bactNOG,0EVVJ@cloNOG,0NNZ0@firmNOG,COG1366@NOG"	082AN|8.04953330827e-43|147.817169189	T	stage II sporulation protein
WP_003512130.1	203119.Cthe_0119	8.10E-97	314.3	SPOIIAB		K06379		"08ZBE@bactNOG,0ETA1@cloNOG,0NJCF@firmNOG,COG2172@NOG"	08ZBE|9.20407878985e-61|206.441894531	T	Binds to sigma F and blocks its ability to form an RNA polymerase holoenzyme (E-sigma F). Phosphorylates SpoIIAA on a serine residue. This phosphorylation may enable SpoIIAA to act as an anti-anti-sigma factor that counteracts SpoIIAB and thus releases sigma F from inhibition (By similarity)
WP_003512132.1	203119.Cthe_0120	1.30E-157	515.9	SIGF		"K03090,K03091"		"05CT2@bactNOG,0ERSR@cloNOG,0ND6F@firmNOG,COG1191@NOG"	05CT2|6.46130239873e-103|346.657623291	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
WP_003512136.1	203119.Cthe_0122	4.30E-94	305.7	SPOVAC		K06405		"090VF@bactNOG,0ET8S@cloNOG,0NJBH@firmNOG,11PFY@NOG"	090VF|6.95131694437e-62|210.815750122	S	Stage v sporulation protein ac
WP_003512143.1	203119.Cthe_0124	1.40E-71	231.5	SPOVAE		K06407		"05M6I@bactNOG,0EU9C@cloNOG,0NM2X@firmNOG,11UXX@NOG"	05M6I|4.1675057359e-48|165.158432007	S	Stage v sporulation protein ae
WP_003512146.1	203119.Cthe_0126	4.30E-97	314.4	CHEX		K03409		"08W5Z@bactNOG,0ETPS@cloNOG,0NM2H@firmNOG,COG1406@NOG"	08W5Z|7.4770482468e-56|191.136260986	N	CheC domain protein
WP_003512148.1	203119.Cthe_0127	9.50E-114	372.9	TRML	"GO:0000154,GO:0001510,GO:0002128,GO:0002130,GO:0002131,GO:0002132,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016300,GO:0016427,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0052665,GO:0052666,GO:0071704,GO:0071840,GO:0090304,GO:1901360"	"K00566,K03216"		"08UIQ@bactNOG,0ESH3@cloNOG,0NI5X@firmNOG,COG0219@NOG"	08UIQ|2.78905922093e-76|259.959014893	J	Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S- adenosyl-L-methionine to the 2'-OH of the wobble nucleotide (By similarity)
WP_003512152.1	203119.Cthe_0130	2.20E-234	764.2		"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00648		"06P5Q@bactNOG,0EZ93@cloNOG,0NTWU@firmNOG,COG0332@NOG"	06P5Q|8.24468604998e-208|692.469726562	I	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal  
WP_003512155.1	203119.Cthe_0132	5.00E-236	769.3		"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00648		"06MD6@bactNOG,0EYF8@cloNOG,0NT75@firmNOG,COG0332@NOG"	06MD6|1.1111268774e-215|718.290222168	I	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal  
WP_003512157.1	203119.Cthe_0133	0	1130.1			"K00666,K01897,K04783"		"05CEY@bactNOG,0EZ67@cloNOG,0NTTZ@firmNOG,COG0318@NOG"	0NTTZ|0.0|1063.70703125	Q	AMP-binding enzyme
WP_003512162.1	203119.Cthe_0135	0	6217.6	PFAC	"GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016999,GO:0017000,GO:0017144,GO:0019368,GO:0019752,GO:0030497,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:0072330,GO:1901576"	K15314		"07EEY@bactNOG,0EZET@cloNOG,0P2NU@firmNOG,COG0304@NOG,COG3321@NOG"	0EZET|0.0|5858.61669922	Q	Acyl transferase domain
