Protein_Accession	MD5	Seq_Len	Analysis	Signature_Accession	Signature_Descr	Start_location	Stop_location	Score (Eval)	Match	Date	InterPro_annot	InterPro_desc	GO_annot	Pathways_annot
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	Pfam	PF00009	Elongation factor Tu GTP binding domain	8	276	1.30E-47	T	20-06-2018	IPR000795	"Transcription factor, GTP-binding domain"	GO:0003924|GO:0005525	
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	Gene3D	G3DSA:3.30.70.240		602	680	7.20E-29	T	20-06-2018				
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	Pfam	PF14492	"Elongation Factor G, domain II"	398	471	5.20E-32	T	20-06-2018				
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	SMART	SM00889		474	591	6.10E-66	T	20-06-2018	IPR005517	"Translation elongation factor EFG/EF2, domain IV"	GO:0005525	
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	TIGRFAM	TIGR00484	EF-G: translation elongation factor G	4	685	5.40E-237	T	20-06-2018	IPR004540	Translation elongation factor EFG/EF2	GO:0003746|GO:0005525|GO:0005622|GO:0006414	Reactome: R-HSA-5389840
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	PANTHER	PTHR43261:SF6		6	688	1.10E-289	T	20-06-2018				
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	SUPERFAMILY	SSF54211		476	592	9.10E-42	T	20-06-2018	IPR020568	Ribosomal protein S5 domain 2-type fold		
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	SUPERFAMILY	SSF54980		596	685	2.53E-29	T	20-06-2018	IPR035647	EF-G domain III/V-like		
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	Gene3D	G3DSA:3.30.230.10		486	601	7.50E-41	T	20-06-2018	IPR014721	"Ribosomal protein S5 domain 2-type fold, subgroup"		
WP_003515850.1	ad69f958d8b3042f17813a5f8326afc7	695	SUPERFAMILY	SSF50447		260	398	3.03E-33	T	20-06-2018	IPR009000	"Translation protein, beta-barrel domain superfamily"		
WP_003516211.1	0c8216192bb2b7cdcaa6cd45f9a26be0	118	Gene3D	G3DSA:3.30.1330.40		2	118	4.80E-52	T	20-06-2018	IPR035959	RutC-like superfamily		
WP_003516211.1	0c8216192bb2b7cdcaa6cd45f9a26be0	118	CDD	cd02185	AroH	2	117	1.16E-72	T	20-06-2018	IPR008243	"Chorismate mutase, AroH class"		KEGG: 00400+5.4.99.5|MetaCyc: PWY-3461|MetaCyc: PWY-3462|MetaCyc: PWY-6120|MetaCyc: PWY-6627|MetaCyc: PWY-7626
WP_003516211.1	0c8216192bb2b7cdcaa6cd45f9a26be0	118	PIRSF	PIRSF005965		1	118	7.50E-51	T	20-06-2018	IPR008243	"Chorismate mutase, AroH class"		KEGG: 00400+5.4.99.5|MetaCyc: PWY-3461|MetaCyc: PWY-3462|MetaCyc: PWY-6120|MetaCyc: PWY-6627|MetaCyc: PWY-7626
WP_003516211.1	0c8216192bb2b7cdcaa6cd45f9a26be0	118	SUPERFAMILY	SSF55298		1	117	4.39E-49	T	20-06-2018	IPR035959	RutC-like superfamily		
WP_003516211.1	0c8216192bb2b7cdcaa6cd45f9a26be0	118	PANTHER	PTHR21164		2	117	1.00E-47	T	20-06-2018	IPR008243	"Chorismate mutase, AroH class"		KEGG: 00400+5.4.99.5|MetaCyc: PWY-3461|MetaCyc: PWY-3462|MetaCyc: PWY-6120|MetaCyc: PWY-6627|MetaCyc: PWY-7626
WP_003516211.1	0c8216192bb2b7cdcaa6cd45f9a26be0	118	Pfam	PF07736	Chorismate mutase type I	3	117	9.00E-51	T	20-06-2018	IPR008243	"Chorismate mutase, AroH class"		KEGG: 00400+5.4.99.5|MetaCyc: PWY-3461|MetaCyc: PWY-3462|MetaCyc: PWY-6120|MetaCyc: PWY-6627|MetaCyc: PWY-7626
WP_003516211.1	0c8216192bb2b7cdcaa6cd45f9a26be0	118	ProSiteProfiles	PS51167	Chorismate mutase domain profile.	2	118	43.476	T	20-06-2018	IPR008243	"Chorismate mutase, AroH class"		KEGG: 00400+5.4.99.5|MetaCyc: PWY-3461|MetaCyc: PWY-3462|MetaCyc: PWY-6120|MetaCyc: PWY-6627|MetaCyc: PWY-7626
WP_003516211.1	0c8216192bb2b7cdcaa6cd45f9a26be0	118	TIGRFAM	TIGR01796	CM_mono_aroH: chorismate mutase	3	117	1.20E-46	T	20-06-2018	IPR008243	"Chorismate mutase, AroH class"		KEGG: 00400+5.4.99.5|MetaCyc: PWY-3461|MetaCyc: PWY-3462|MetaCyc: PWY-6120|MetaCyc: PWY-6627|MetaCyc: PWY-7626
WP_003516211.1	0c8216192bb2b7cdcaa6cd45f9a26be0	118	ProDom	PD031888	MUTASE CHORISMATE AROH THE CLASS ISOMERASE TRANSCRIPTION BIOSYNTHESIS CM 3D-STRUCTURE	8	117	2.00E-59	T	20-06-2018	IPR008243	"Chorismate mutase, AroH class"		KEGG: 00400+5.4.99.5|MetaCyc: PWY-3461|MetaCyc: PWY-3462|MetaCyc: PWY-6120|MetaCyc: PWY-6627|MetaCyc: PWY-7626
WP_003516973.1	cd53e4f36058c5a90f725e471a07cde5	408	Pfam	PF13439	Glycosyltransferase Family 4	15	190	2.20E-34	T	20-06-2018	IPR028098	"Glycosyltransferase subfamily 4-like, N-terminal domain"		Reactome: R-HSA-446193|Reactome: R-HSA-4549349
WP_003516973.1	cd53e4f36058c5a90f725e471a07cde5	408	Gene3D	G3DSA:3.40.50.2000		201	371	2.10E-49	T	20-06-2018				
WP_003516973.1	cd53e4f36058c5a90f725e471a07cde5	408	SUPERFAMILY	SSF53756		1	389	2.48E-106	T	20-06-2018				
WP_003516973.1	cd53e4f36058c5a90f725e471a07cde5	408	CDD	cd03801	GT1_YqgM_like	2	384	8.61E-135	T	20-06-2018				
WP_003516973.1	cd53e4f36058c5a90f725e471a07cde5	408	PANTHER	PTHR12526:SF554		2	376	5.00E-39	T	20-06-2018				
WP_003516973.1	cd53e4f36058c5a90f725e471a07cde5	408	Gene3D	G3DSA:3.40.50.2000		1	200	6.00E-24	T	20-06-2018				
WP_003516973.1	cd53e4f36058c5a90f725e471a07cde5	408	Pfam	PF00534	Glycosyl transferases group 1	198	363	9.10E-45	T	20-06-2018	IPR001296	"Glycosyl transferase, family 1"		
WP_003516973.1	cd53e4f36058c5a90f725e471a07cde5	408	PANTHER	PTHR12526		2	376	5.00E-39	T	20-06-2018				
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	Gene3D	G3DSA:3.40.30.10		5	177	1.80E-32	T	20-06-2018				
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	PIRSF	PIRSF006402		1	680	4.70E-251	T	20-06-2018	IPR024705	Spermatogenesis-associated protein 20		
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	Gene3D	G3DSA:1.50.10.10		221	278	1.80E-07	T	20-06-2018				
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	Gene3D	G3DSA:1.50.10.10		279	312	1.90E-05	T	20-06-2018				
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	Pfam	PF03190	"Protein of unknown function, DUF255"	8	166	3.30E-79	T	20-06-2018	IPR004879	Domain of unknown function DUF255		
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	Gene3D	G3DSA:1.50.10.10		313	601	1.20E-57	T	20-06-2018				
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	CDD	cd02955	SSP411	29	150	4.36E-89	T	20-06-2018	IPR004879	Domain of unknown function DUF255		
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	SUPERFAMILY	SSF48208		173	538	1.91E-92	T	20-06-2018	IPR008928	Six-hairpin glycosidase-like	GO:0003824	
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	SUPERFAMILY	SSF52833		6	134	2.86E-36	T	20-06-2018	IPR036249	Thioredoxin-like superfamily		
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	Pfam	PF07221	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)	479	572	0.091	T	20-06-2018				
WP_003512463.1	ad6933ed5e546bc64309f6bc8ec2c6e8	680	PANTHER	PTHR42899		4	679	7.00E-259	T	20-06-2018				
WP_003514645.1	68288f9ba959f597c6bd93db6fc6f33a	116	PANTHER	PTHR12903		4	111	1.70E-34	T	20-06-2018	IPR003256	Ribosomal protein L24	GO:0003735|GO:0005622|GO:0005840|GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276
WP_003514645.1	68288f9ba959f597c6bd93db6fc6f33a	116	CDD	cd06089	KOW_RPL26	10	76	1.29E-22	T	20-06-2018				
WP_003514645.1	68288f9ba959f597c6bd93db6fc6f33a	116	TIGRFAM	TIGR01079	rplX_bact: ribosomal protein uL24	4	108	6.60E-36	T	20-06-2018	IPR003256	Ribosomal protein L24	GO:0003735|GO:0005622|GO:0005840|GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276
WP_003514645.1	68288f9ba959f597c6bd93db6fc6f33a	116	Gene3D	G3DSA:2.30.30.30		2	97	3.70E-35	T	20-06-2018	IPR014722	"Ribosomal protein L2, domain 2"		
WP_003514645.1	68288f9ba959f597c6bd93db6fc6f33a	116	SUPERFAMILY	SSF50104		3	105	4.44E-34	T	20-06-2018	IPR008991	Translation protein SH3-like domain superfamily		
WP_003514645.1	68288f9ba959f597c6bd93db6fc6f33a	116	Coils	Coil		108	116	-	T	20-06-2018				
WP_003514645.1	68288f9ba959f597c6bd93db6fc6f33a	116	Pfam	PF17136	Ribosomal proteins 50S L24/mitochondrial 39S L24	45	107	2.30E-29	T	20-06-2018	IPR003256	Ribosomal protein L24	GO:0003735|GO:0005622|GO:0005840|GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276
WP_003514645.1	68288f9ba959f597c6bd93db6fc6f33a	116	Hamap	MF_01326_B	50S ribosomal protein L24 [rplX].	5	102	20.819	T	20-06-2018	IPR003256	Ribosomal protein L24	GO:0003735|GO:0005622|GO:0005840|GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Hamap	MF_01973	Lon protease [lon].	13	777	72.522	T	20-06-2018	IPR027543	"Lon protease, bacterial"	GO:0004176|GO:0004252|GO:0005524|GO:0006508|GO:0043565	
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	TIGRFAM	TIGR00763	lon: endopeptidase La	14	776	0	T	20-06-2018	IPR004815	"Lon protease, bacterial/eukaryotic-type"	GO:0004176|GO:0005524|GO:0006508	
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	ProSiteProfiles	PS51787	Lon N-terminal domain profile.	13	207	54.168	T	20-06-2018	IPR003111	"Lon, substrate-binding domain"		
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	PANTHER	PTHR10046:SF56		10	779	0	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	SMART	SM00464		12	207	9.90E-64	T	20-06-2018	IPR003111	"Lon, substrate-binding domain"		
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	SUPERFAMILY	SSF54211		600	775	3.38E-57	T	20-06-2018	IPR020568	Ribosomal protein S5 domain 2-type fold		
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	PIRSF	PIRSF001174		1	780	0	T	20-06-2018	IPR004815	"Lon protease, bacterial/eukaryotic-type"	GO:0004176|GO:0005524|GO:0006508	
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Coils	Coil		195	215	-	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	CDD	cd00009	AAA	336	494	1.33E-15	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	MobiDBLite	mobidb-lite	consensus disorder prediction	780	815	-	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	ProSiteProfiles	PS51786	Lon proteolytic domain profile.	597	778	85.76	T	20-06-2018	IPR008269	"Peptidase S16, Lon proteolytic domain"	GO:0004176|GO:0004252|GO:0006508	
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	SUPERFAMILY	SSF52540		317	592	5.47E-56	T	20-06-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Gene3D	G3DSA:1.10.8.60		497	581	5.40E-32	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Coils	Coil		132	152	-	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Gene3D	G3DSA:3.40.50.300		318	496	3.20E-33	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Gene3D	G3DSA:3.30.230.10		582	798	4.50E-68	T	20-06-2018	IPR014721	"Ribosomal protein S5 domain 2-type fold, subgroup"		
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	ProSitePatterns	PS01046	"ATP-dependent serine proteases, lon family, serine active site."	681	689	-	T	20-06-2018	IPR008268	"Peptidase S16, active site"	GO:0004176|GO:0004252|GO:0006508	
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	PANTHER	PTHR10046		10	779	0	T	20-06-2018	IPR027065	Lon protease	GO:0004176|GO:0004252|GO:0005524|GO:0030163	
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Pfam	PF02190	ATP-dependent protease La (LON) substrate-binding domain	12	206	3.80E-40	T	20-06-2018	IPR003111	"Lon, substrate-binding domain"		
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	SMART	SM00382		353	498	1.60E-13	T	20-06-2018	IPR003593	AAA+ ATPase domain		
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Gene3D	G3DSA:1.10.4060.10		126	216	1.40E-25	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	SUPERFAMILY	SSF88697		12	205	1.39E-42	T	20-06-2018	IPR015947	PUA-like superfamily		
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	600	616	4.10E-55	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	731	749	4.10E-55	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	678	697	4.10E-55	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	708	727	4.10E-55	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	361	380	4.10E-55	T	20-06-2018				
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Pfam	PF05362	Lon protease (S16) C-terminal proteolytic domain	574	777	9.30E-100	T	20-06-2018	IPR008269	"Peptidase S16, Lon proteolytic domain"	GO:0004176|GO:0004252|GO:0006508	
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	357	494	1.40E-23	T	20-06-2018	IPR003959	"ATPase, AAA-type, core"	GO:0005524	
WP_003512050.1	45b37f39d38fa41a95f73d1ce33aeef6	815	Gene3D	G3DSA:2.30.130.40		2	118	4.20E-28	T	20-06-2018				
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	ProSiteProfiles	PS51272	S-layer homology (SLH) domain profile.	90	151	13.734	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	Gene3D	G3DSA:2.60.40.10		470	585	0.17	T	20-06-2018	IPR013783	Immunoglobulin-like fold		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	Gene3D	G3DSA:2.40.128.20		336	437	0.031	T	20-06-2018	IPR012674	Calycin		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	ProDom	PD076312	INHIBITOR INTRACELLULAR PROTEINASE PRECURSOR SIGNAL DOMAIN SLH S-LAYER PROTEASE BSUPI	341	425	1.00E-42	T	20-06-2018	IPR020481	Intracellular proteinase inhibitor BsuPI		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	ProDom	PD076312	INHIBITOR INTRACELLULAR PROTEINASE PRECURSOR SIGNAL DOMAIN SLH S-LAYER PROTEASE BSUPI	465	549	3.00E-42	T	20-06-2018	IPR020481	Intracellular proteinase inhibitor BsuPI		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	ProDom	PD076312	INHIBITOR INTRACELLULAR PROTEINASE PRECURSOR SIGNAL DOMAIN SLH S-LAYER PROTEASE BSUPI	219	318	1.00E-51	T	20-06-2018	IPR020481	Intracellular proteinase inhibitor BsuPI		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	Pfam	PF12690	Intracellular proteinase inhibitor	359	427	9.50E-17	T	20-06-2018	IPR020481	Intracellular proteinase inhibitor BsuPI		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	Pfam	PF12690	Intracellular proteinase inhibitor	234	302	4.40E-19	T	20-06-2018	IPR020481	Intracellular proteinase inhibitor BsuPI		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	Pfam	PF12690	Intracellular proteinase inhibitor	483	550	1.70E-15	T	20-06-2018	IPR020481	Intracellular proteinase inhibitor BsuPI		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	ProSiteProfiles	PS51272	S-layer homology (SLH) domain profile.	156	219	12.452	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	ProSiteProfiles	PS51272	S-layer homology (SLH) domain profile.	25	88	16.141	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	Pfam	PF00395	S-layer homology domain	159	201	1.60E-04	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	Pfam	PF00395	S-layer homology domain	94	133	3.60E-06	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003514556.1	1788f47aa49408efb7ba372e59370957	585	Pfam	PF00395	S-layer homology domain	30	71	6.00E-12	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	TIGRFAM	TIGR02937	"sigma70-ECF: RNA polymerase sigma factor, sigma-70 family"	51	230	2.50E-32	T	20-06-2018	IPR014284	RNA polymerase sigma-70 like domain	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	PANTHER	PTHR30603:SF22		5	120	1.10E-79	T	20-06-2018				
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	TIGRFAM	TIGR02846	spore_sigmaK: RNA polymerase sigma-K factor	6	230	1.60E-110	T	20-06-2018	IPR014209	RNA polymerase sigma-K type	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	SUPERFAMILY	SSF88659		141	232	2.18E-20	T	20-06-2018	IPR013324	"RNA polymerase sigma factor, region 3/4"	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	CDD	cd06171	Sigma70_r4	177	226	9.59E-12	T	20-06-2018				
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	Pfam	PF04542	Sigma-70 region 2	56	125	4.60E-16	T	20-06-2018	IPR007627	RNA polymerase sigma-70 region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	PANTHER	PTHR30603:SF22		117	230	1.10E-79	T	20-06-2018				
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	Gene3D	G3DSA:1.10.1270.10		145	235	1.70E-23	T	20-06-2018				
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	Gene3D	G3DSA:1.10.601.10		21	124	3.30E-28	T	20-06-2018				
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	ProSitePatterns	PS00716	Sigma-70 factors family signature 2.	200	226	-	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	PIRSF	PIRSF000770		9	235	1.20E-74	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	SUPERFAMILY	SSF88946		12	126	1.44E-33	T	20-06-2018	IPR013325	"RNA polymerase sigma factor, region 2"	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	PRINTS	PR00046	Major sigma-70 factor signature	200	215	2.20E-14	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	PRINTS	PR00046	Major sigma-70 factor signature	80	93	2.20E-14	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	PRINTS	PR00046	Major sigma-70 factor signature	179	191	2.20E-14	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	PRINTS	PR00046	Major sigma-70 factor signature	215	226	2.20E-14	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	PANTHER	PTHR30603		5	120	1.10E-79	T	20-06-2018				
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	ProSitePatterns	PS00715	Sigma-70 factors family signature 1.	80	93	-	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	Pfam	PF04545	"Sigma-70, region 4"	177	226	1.70E-16	T	20-06-2018	IPR007630	RNA polymerase sigma-70 region 4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515579.1	a56e3ab03d01a82d2626886235a2ed0f	236	PANTHER	PTHR30603		117	230	1.10E-79	T	20-06-2018				
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	SUPERFAMILY	SSF53850		33	350	5.20E-92	T	20-06-2018				
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	Gene3D	G3DSA:3.40.190.10		20	151	1.90E-25	T	20-06-2018				
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PRINTS	PR00909	Bacterial periplasmic spermidine/putrescine-binding protein signature	54	75	5.00E-54	T	20-06-2018	IPR001188	Bacterial periplasmic spermidine/putrescine-binding protein	GO:0015846|GO:0019808|GO:0042597	
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PRINTS	PR00909	Bacterial periplasmic spermidine/putrescine-binding protein signature	38	54	5.00E-54	T	20-06-2018	IPR001188	Bacterial periplasmic spermidine/putrescine-binding protein	GO:0015846|GO:0019808|GO:0042597	
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PRINTS	PR00909	Bacterial periplasmic spermidine/putrescine-binding protein signature	252	271	5.00E-54	T	20-06-2018	IPR001188	Bacterial periplasmic spermidine/putrescine-binding protein	GO:0015846|GO:0019808|GO:0042597	
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PRINTS	PR00909	Bacterial periplasmic spermidine/putrescine-binding protein signature	171	190	5.00E-54	T	20-06-2018	IPR001188	Bacterial periplasmic spermidine/putrescine-binding protein	GO:0015846|GO:0019808|GO:0042597	
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PRINTS	PR00909	Bacterial periplasmic spermidine/putrescine-binding protein signature	81	95	5.00E-54	T	20-06-2018	IPR001188	Bacterial periplasmic spermidine/putrescine-binding protein	GO:0015846|GO:0019808|GO:0042597	
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PRINTS	PR00909	Bacterial periplasmic spermidine/putrescine-binding protein signature	153	167	5.00E-54	T	20-06-2018	IPR001188	Bacterial periplasmic spermidine/putrescine-binding protein	GO:0015846|GO:0019808|GO:0042597	
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PRINTS	PR00909	Bacterial periplasmic spermidine/putrescine-binding protein signature	128	144	5.00E-54	T	20-06-2018	IPR001188	Bacterial periplasmic spermidine/putrescine-binding protein	GO:0015846|GO:0019808|GO:0042597	
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PRINTS	PR00909	Bacterial periplasmic spermidine/putrescine-binding protein signature	297	323	5.00E-54	T	20-06-2018	IPR001188	Bacterial periplasmic spermidine/putrescine-binding protein	GO:0015846|GO:0019808|GO:0042597	
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	Pfam	PF13343	Bacterial extracellular solute-binding protein	82	327	1.60E-35	T	20-06-2018				
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PANTHER	PTHR30222		4	351	6.50E-117	T	20-06-2018				
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PANTHER	PTHR30222:SF5		4	351	6.50E-117	T	20-06-2018				
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	PIRSF	PIRSF019574		1	353	2.00E-134	T	20-06-2018	IPR001188	Bacterial periplasmic spermidine/putrescine-binding protein	GO:0015846|GO:0019808|GO:0042597	
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	18	6	T	20-06-2018				
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	Gene3D	G3DSA:3.40.190.10		152	291	2.20E-36	T	20-06-2018				
WP_003516280.1	b0e0631bc5225794cd77aafbce7a63a3	354	CDD	cd13663	PBP2_PotD_PotF_like_2	34	350	8.96E-143	T	20-06-2018				
WP_003516552.1	1dd6b0e06f06a46b858e6c7a657fe4d4	1601	Gene3D	G3DSA:2.60.40.1180		1174	1287	1.40E-29	T	20-06-2018				
WP_003516552.1	1dd6b0e06f06a46b858e6c7a657fe4d4	1601	Gene3D	G3DSA:2.60.40.1180		769	805	2.60E-09	T	20-06-2018				
WP_003516552.1	1dd6b0e06f06a46b858e6c7a657fe4d4	1601	Gene3D	G3DSA:2.60.40.10		213	312	5.80E-20	T	20-06-2018	IPR013783	Immunoglobulin-like fold		
